E_Use,Y1,Y2,Y3,Y4
876655.9404481964,3.4,-0.1,-2.8,-0.9
872230.284248587,0.1,-2.0,1.6,0.5
883456.3480266772,-1.0,2.0,-1.0,0.0
877610.2849338992,3.0,-2.6,-1.8,2.8
855678.2254629744,-0.2,1.0,-0.1,-1.4
930716.7441531151,-3.5,-0.5,3.5,0.9
878539.3422211449,-2.0,0.2,0.7,2.2
888336.4268131605,-1.2,-0.3,2.3,-1.6
850385.426915904,-0.8,0.0,0.6,0.3
934490.8253350299,-2.7,2.9,1.3,-3.0
890975.1797587541,-1.0,0.5,-1.3,3.5
887980.1576118702,-2.6,0.7,0.8,2.2
894392.3916822629,1.8,-3.0,1.6,-0.8
892205.5809841118,-2.4,0.8,1.7,-0.2
916100.3390714616,-1.6,2.5,-1.6,1.4
857813.8156792121,1.7,1.8,-2.9,-1.1
878921.7877413906,-1.4,1.0,-0.3,1.4
903875.4237068787,2.1,-3.0,1.9,-1.9
942340.7468629644,-3.0,2.0,2.7,-3.4
845705.0240487067,1.4,-0.7,-1.1,0.8
841969.4971339646,1.6,-0.6,-0.2,-1.6
868356.708659669,2.5,-1.9,-2.1,3.0
933008.6177495524,-2.5,0.6,3.3,-2.8
912146.5445977115,-1.1,1.3,-2.0,3.5
877469.0475068942,-0.9,2.1,-0.7,-1.1
918294.231764048,-3.2,-1.2,3.5,1.8
894426.2186885352,1.3,-3.3,0.6,2.7
875705.8815016615,-1.2,0.2,1.5,-1.0
891050.9245629844,-0.4,-0.8,2.6,-2.8
865262.714506383,-1.2,-0.2,0.3,2.1
866779.585236798,-0.3,0.9,-1.1,1.0
862326.9780690515,1.9,-2.1,-0.6,1.6
872450.0235535675,3.0,-0.1,-3.3,0.8
836169.3947998075,1.0,-0.1,-0.8,-0.2
891598.0082468464,-1.4,2.6,-0.7,-1.0
903565.0675652067,-1.4,2.0,-1.3,1.3
856514.4705338061,1.5,2.3,-2.4,-2.9
903389.950722448,-0.8,-3.4,2.8,2.7
849443.2777576254,2.7,0.6,-2.6,-1.4
902774.1852816518,-1.6,-2.2,3.5,0.6
915781.1094449376,-1.9,3.2,-0.3,-2.1
884242.8526585968,1.3,-2.5,1.6,-0.7
931770.4778100151,-0.3,2.1,-3.5,3.4
844211.8755370836,-0.1,0.5,-0.1,-0.7
840318.1609315184,2.8,0.7,-2.3,-2.5
884858.2038233639,-1.9,-2.3,2.8,2.8
899976.1902897271,-3.0,-0.9,2.5,2.7
897425.4406222535,-1.4,0.4,2.3,-2.5
835287.1871644885,0.9,-0.6,-0.3,0.1
868927.8967645223,2.9,-1.7,0.3,-3.0
913103.0547806219,-1.9,1.6,-1.1,2.8
883704.6416231055,1.6,-3.2,0.9,1.5
891800.0277834588,-1.8,-0.9,2.5,0.3
884511.9955008747,-1.8,0.2,1.7,-0.2
859906.4665820941,0.6,-0.3,-1.4,2.1
898376.5228139994,-1.1,-0.2,2.6,-2.7
861036.8872881099,3.0,-1.6,0.0,-2.8
902059.1987919626,-2.3,1.8,-0.2,1.4
839384.1389454112,3.4,0.2,-2.3,-2.6
883598.4079676298,-2.3,0.9,0.5,1.7
908808.8259731076,-1.1,2.1,-1.9,1.8
875196.245853723,2.4,0.4,-3.3,0.9
902319.2244596676,-1.1,-2.8,3.1,1.6
875589.4266816127,1.5,0.5,-2.9,1.7
878189.2120181408,0.1,2.5,-1.2,-2.9
892666.832171733,1.4,-2.4,1.9,-1.8
878099.637481497,1.4,-2.4,-0.6,3.1
903303.2566164735,-1.4,2.6,-1.3,0.2
934674.8000767302,-3.4,-0.1,3.5,-0.1
858242.5365732493,0.2,1.1,-0.1,-2.4
864567.1369656641,0.0,-1.3,-0.1,2.8
893173.3977174335,0.3,-1.3,2.5,-2.9
868455.7807881604,2.1,1.1,-3.2,0.0
861092.9818150311,0.1,0.0,1.1,-2.4
887420.4220621788,1.2,2.2,-3.4,0.1
903936.7196388181,0.6,2.7,-3.4,0.2
925956.569531285,-2.8,2.0,2.2,-2.8
854459.1507435717,1.7,-0.8,0.3,-2.4
949894.0393459353,-2.4,2.6,-1.9,3.3
868321.8066134687,3.2,-2.5,-1.5,1.6
849578.2619799107,1.8,-1.4,-1.2,1.7
889500.6832461766,-2.3,0.2,1.9,0.3
874246.036119161,1.0,2.9,-2.2,-3.4
