E_Use,Y1,Y2,Y3,Y4
872069.3158787593,0.0,0.0,0.0,0.0
903775.3253865088,-1.75,-0.3,1.8,0.5
934101.0000849784,-2.05,3.2,-0.4,-1.5
871166.2195636503,2.7,1.8,-2.8,-3.4
893930.0426396158,1.65,1.0,-3.1,0.9
922047.1609093919,-1.35,2.1,0.8,-3.1
875898.8524445996,-0.35,0.2,0.1,0.1
885214.0460971837,3.45,-1.1,-2.7,0.7
877392.1621800798,1.05,0.5,0.2,-3.5
866002.9535408374,2.95,0.4,-2.0,-2.7
890525.0854215511,-1.2,-0.3,1.3,0.4
933005.7696089088,-2.65,-0.1,2.8,-0.1
915160.7663722782,-2.65,1.2,0.7,1.5
928850.2676692801,-0.15,2.6,-2.9,0.9
889570.4274575529,-0.05,1.6,-1.4,-0.3
870196.5107808536,0.7,-0.6,-0.2,0.2
900151.6446820983,0.7,1.5,-2.7,1.0
920567.8012019199,2.7,-3.5,1.2,-0.8
904771.2777444517,0.05,0.8,-2.2,2.7
906211.2957261287,0.0,2.7,-2.2,-1.0
889109.5648591612,-1.35,0.5,0.3,1.1
916831.6043828055,-2.6,1.5,1.1,0.0
880414.9420194534,-0.1,-1.0,0.3,1.6
916035.5611005068,-2.55,0.6,1.7,0.5
928354.1012102817,-1.7,2.8,0.0,-2.2
899513.1560627763,-1.2,-1.6,1.1,3.4
916023.1685711731,3.3,-2.9,0.9,-2.6
874682.0818604631,1.05,1.1,-0.6,-3.1
928843.4146525332,-0.65,2.0,-2.4,2.1
885813.3296862349,-1.15,0.1,0.8,0.5
872676.8798897634,1.1,-0.1,-1.3,0.6
901749.9015425887,1.5,0.1,-2.9,2.6
892710.9250146955,-0.55,1.7,-0.4,-1.5
915258.5858741025,1.15,-2.7,1.9,-0.7
917078.9013082864,0.25,-2.2,2.5,-1.1
912705.8539328856,1.0,-3.2,1.7,1.0
883324.208415789,-0.75,-1.1,1.3,1.1
871477.4986230863,0.45,-0.2,-0.2,-0.1
872458.5272533837,1.4,-1.1,-0.9,1.2
875635.4927512527,2.35,2.5,-3.3,-3.1
876353.5816273487,1.1,-1.6,0.4,0.2
918992.1857152008,-2.6,-1.8,2.8,3.2
906501.1353548467,-0.75,1.9,-1.4,0.5
906658.5255562976,-2.0,1.2,1.2,-0.8
876076.423198735,1.05,-0.7,-1.2,1.7
879619.5109272404,2.3,-2.0,-0.5,0.4
879522.5599551097,1.4,-0.9,0.5,-2.0
910777.8209065793,-0.9,-1.2,2.8,-1.4
896224.6102704705,-1.25,1.2,0.5,-0.9
907781.4314012364,-0.15,-2.9,2.0,2.1
910428.1361940191,-0.35,-2.8,1.8,2.7
900773.6102949706,1.3,-0.1,-2.7,3.0
933673.675847865,0.65,-2.8,2.9,-1.5
891256.6358547013,0.5,1.6,-2.1,0.0
887222.3560243421,1.5,-1.9,0.7,-0.6
883836.2620463694,2.3,1.0,-3.0,-0.6
870452.3275113117,0.75,-0.5,-0.7,0.9
872282.7108252824,1.3,1.6,-1.7,-2.4
933323.7985040639,-1.45,2.1,-1.7,2.1
876171.950813921,1.4,-1.2,0.3,-1.0
929061.3872649941,-1.9,-0.7,3.2,-1.2
884769.5647713124,-1.0,-0.4,0.7,1.4
923712.5952995913,-1.7,0.4,2.4,-2.2
873689.0936846221,0.45,-0.8,-0.3,1.3
894980.8551292553,2.7,-0.3,-3.1,1.4
875485.2521234823,1.9,-1.5,-0.9,1.0
921093.057806011,1.75,-2.7,1.9,-1.9
867171.8815128917,1.8,0.2,-0.8,-2.4
915509.6888104754,-2.35,-0.3,2.2,0.9
867946.6681114481,0.8,1.1,-1.3,-1.2
873809.1232102142,2.9,0.5,-2.7,-1.4
891031.8051192706,-1.45,0.4,0.9,0.3
874394.6268199942,1.05,-0.4,-1.2,1.1
912621.7058662357,-2.35,0.4,1.7,0.5
888528.8060249267,-1.3,0.7,0.7,-0.2
914529.5105900374,-1.15,2.2,0.2,-2.5
873007.4005130997,0.45,0.6,-0.3,-1.5
934728.5803812017,-0.5,1.8,-2.8,3.0
870410.7830358344,2.4,-0.6,-0.4,-2.8
895559.4156250824,-1.25,-0.4,1.6,0.1
895848.0897103393,1.5,1.0,-3.1,1.2
863632.6767737485,1.65,-0.6,-1.0,-0.1
881510.9696372848,1.9,-2.1,0.2,0.0
933337.9459512699,-3.05,2.0,1.2,-0.3
893835.4473198195,0.2,1.8,-1.9,-0.2
870874.9119123715,0.35,0.0,0.0,-0.7
871194.4670254466,1.35,1.7,-2.1,-1.9
882848.1601079823,-0.6,0.9,0.0,-0.6
888593.4516636886,0.0,1.6,-1.4,-0.4
872507.2656600687,1.95,1.4,-1.7,-3.3
888617.0790150252,3.35,-1.3,-2.7,1.3
869419.2978145014,0.7,1.1,-1.2,-1.2
899011.6258205277,-0.9,1.4,0.5,-2.0
932306.7275063035,-3.2,1.9,1.2,0.2
872818.1468813715,1.35,-0.7,-1.2,1.1
913018.2791133606,0.2,-2.7,2.2,0.6
917037.3757724313,0.8,-2.4,2.2,-1.2
880550.4830646951,2.05,-2.2,0.1,0.1
916925.1910053961,-1.7,0.1,2.3,-1.4
921663.4507879559,-2.9,1.1,1.6,0.4
925195.0457126971,0.95,-3.1,2.3,-0.3
914986.5013119527,0.25,-3.2,1.7,2.5
871545.5619471655,1.3,-0.6,0.1,-1.6
893074.6659571049,3.1,-2.6,-1.1,1.2
900217.8404418841,-0.05,-0.9,2.0,-2.1
873097.062446695,1.95,-1.7,-0.2,-0.1
870321.4022409893,1.4,1.5,-1.6,-2.6
862860.4308165147,2.1,-0.8,-1.1,-0.4
887145.3914698177,-1.15,0.8,0.4,-0.1
882671.2426102676,-0.9,0.7,0.2,0.0
881304.7810308962,-0.2,0.9,0.0,-1.4
871196.4580117986,1.1,0.5,-0.3,-2.6
888601.5087185291,-0.45,-0.4,1.6,-1.5
884583.5358316458,2.6,-0.6,-2.5,1.0
860043.1276634752,2.3,-0.6,-1.0,-1.4
915689.9805799556,0.2,-3.2,1.7,2.6
877590.8203509598,0.0,1.0,-0.6,-0.8
890976.6908933887,2.75,-1.1,-2.6,1.9
884065.0457230045,2.45,1.0,-3.1,-0.7
889026.0246729208,-1.1,-0.2,1.2,0.2
871415.7525417368,0.7,1.0,-0.7,-2.0
876008.788668023,1.65,-0.6,0.2,-2.5
879448.7641866148,1.55,1.3,-2.6,-0.5
915875.5556918151,-0.45,2.0,-2.1,1.1
872230.8897592154,0.3,0.6,-0.3,-1.2
872146.856081338,1.8,-0.6,-1.5,0.6
874527.6136384034,0.85,-1.3,0.2,0.5
903733.4836918362,-0.2,2.2,-1.9,-0.2
878703.7923706889,1.65,0.2,-2.1,0.5
875379.6499283887,1.15,1.3,-2.1,-0.7
868431.9563133369,1.45,1.6,-2.1,-1.9
878120.9893149129,1.2,1.0,-2.2,0.0
891442.9530459833,-0.05,0.4,-1.5,2.3
919116.1554932863,-2.65,1.0,1.6,0.1
876952.8056679497,-0.25,0.7,-0.2,-0.5
889091.4297472512,-0.8,0.8,-0.4,0.8
891386.124704716,-1.4,0.8,0.7,-0.2
878359.7043880641,-0.6,0.0,0.2,0.8
873936.8701868153,0.45,1.1,-1.2,-0.7
900119.9310446245,2.6,-0.6,-3.1,2.2
926454.6354355065,-2.55,2.1,0.8,-0.7
943884.9902762207,-3.05,0.0,3.1,-0.1
873764.0659198915,1.55,-1.3,-0.8,1.1
871484.1656831481,1.6,0.2,-1.7,-0.2
905992.1255068551,-2.1,-1.4,2.4,2.2
870200.6688625363,0.95,-1.0,-0.2,0.5
875029.6525164609,0.35,-0.8,-0.1,1.1
881598.3397029523,2.0,-2.2,0.1,0.2
