E_Use,Y1,Y2,Y3,Y4
872069.3159,0,0,0,0
883089.6464,0.25,0.9,0.3,-2.9
884141.5096,0.1,-0.2,-1.2,2.6
900620.4472,-0.25,-1.8,2,0.1
867424.6557,2.6,0.4,-1.4,-3.2
924371.3526,-1.35,-3.1,3.1,2.7
893522.0009,2.1,-2.2,-1.1,2.4
876772.287,0.95,1.5,-1.9,-1.1
904660.8731,0.3,-1.8,2,-1
926942.6536,-0.4,-2.8,3,0.4
870515.3596,2.3,2,-2.7,-3.2
928810.1472,-3.2,1,0.8,2.8
900096.3964,-0.5,2.1,-0.5,-2.2
887630.2244,2.65,-0.7,-2.6,1.3
872176.304,1.95,0.9,-1.2,-3.3
882134.8337,0.3,1.1,-1.4,0
958118.9879,-2.55,1.2,3.1,-3.5
881381.8224,2.3,-1.2,-1.9,1.6
867954.7018,2.5,-0.7,-1.7,-0.2
875883.5619,-0.25,-0.4,0.2,0.9
894749.6143,-0.3,-2,1.3,2
898203.8455,-0.45,2.5,-1.3,-1.5
881729.6989,2.3,1.4,-3.1,-1.2
915469.4596,-1.85,-1.9,3.2,1.1
920170.3747,-1.3,2.7,-0.3,-2.2
897427.8268,1.9,-0.3,-2.8,2.4
884956.2164,3,-2,-0.1,-1.8
860795.374,3.1,-0.6,-1.6,-1.8
861731.3989,3.35,-1.4,-1.2,-1.5
942020.5424,-2.25,3.4,-0.3,-1.7
895023.0567,0.8,-2,-0.2,2.8
863645.1967,1.6,-0.5,-0.6,-1
874163.0274,1.25,1.5,-1.3,-2.9
930481.0424,0.85,-2.3,2.8,-2.7
941550.1365,-1.85,3.1,0.3,-3.1
931147.3843,-3.4,-0.5,2.5,2.8
896563.0543,0.75,1.2,-2.6,1.3
909935.3081,-0.2,-2.9,1.9,2.4
908984.2029,-2,-0.8,1.1,3.4
874121.4431,0.5,-0.1,-1,1.2
905471.0341,1.15,1.9,-3.3,0.5
896276.7524,2,-2.6,-0.2,1.6
915241.2795,-0.05,-2.3,2.5,-0.3
859638.103,2.95,-0.9,-1.4,-1.3
894368.5815,-0.25,0.5,-1.4,2.3
892273.3887,-1.5,0.5,0.9,0.2
916661.3449,-2.4,0.8,0.3,2.6
887298.8656,3.15,-1.9,-2.2,1.9
909802.3457,-2.05,-1.8,2.8,2.1
921477.8402,-1.05,-3.2,2.8,2.9
896375.4656,-1.4,-0.9,0.8,3
916041.9533,0.7,-2.4,2.2,-1
901065.5539,1.05,-2.5,0.2,2.5
866219.1152,3.05,0.8,-2.5,-2.7
871935.6328,0.5,0.3,0.4,-2.4
904179.265,-0.35,-1.8,2.2,-0.1
879944.2029,0.25,-1.1,0.1,1.5
942991.4634,-3.45,0.8,2.5,0.3
918523.7203,-1.95,1.6,-0.4,1.5
901303.4984,1.5,-2,1.3,-1.6
924363.7611,0.5,-3.2,2.4,0.6
883120.3093,0.05,1.6,-1.2,-0.9
942777.5782,-1.45,2.5,-2.1,2.1
903117.5908,0.6,-2.2,1.7,-0.2
923781.1527,-2.05,2.1,0.8,-1.7
919760.5145,-0.2,-2.2,2.8,-0.8
923533.2739,-2.2,2.1,-0.3,0.8
893663.2635,-1.1,-1.3,1,2.8
911598.3053,-2.15,1.5,0.2,0.9
863776.2252,2.25,0.5,-1.9,-1.7
884619.2734,-0.35,1.3,-0.4,-1.1
898116.6171,-0.5,-2.2,1.7,2
882836.4922,2.4,1.4,-3.2,-1.2
906883.3857,-2.35,1.3,0.7,0.7
919117.4806,-2.25,2.2,0.2,-0.3
898836.4938,-0.15,-1.8,1.9,0.1
873851.8449,0.5,-0.7,-0.2,0.8
944019.5485,-2.35,3.4,-0.2,-1.7
919582.2438,-3.2,1,1.4,1.6
882641.4465,2.7,-1.9,-1.6,1.6
