E_Use,Y1,Y2,Y3,Y4
914005.0471721464,-1.5,-1.7,3.0,0.3
859662.2446342155,-1.2,-0.5,1.1,1.1
880304.8566581042,2.0,-3.1,0.5,1.3
906741.0595597598,0.6,1.9,-3.5,2.1
924016.3143893192,-2.7,2.8,-0.6,1.0
941369.3652667513,-3.3,2.9,1.4,-2.1
911788.521723967,-2.1,0.1,2.9,-1.8
871611.570592995,0.4,-0.9,1.5,-2.0
954823.5469230044,-3.3,3.4,1.4,-3.1
833852.4959872155,2.0,0.1,-1.2,-1.8
886173.3381133681,-1.1,2.5,-0.8,-1.2
843720.6131338811,0.6,0.8,-1.2,-0.4
842051.4472548319,1.7,1.6,-1.9,-2.7
842616.560684972,0.4,-0.6,-0.3,1.0
851269.189758433,0.4,-1.1,0.2,1.1
907880.7166046054,-1.8,2.7,0.1,-2.1
887952.6802234565,2.1,-3.2,1.1,0.0
874310.8093765819,2.1,-2.2,-1.6,3.5
920934.6797049842,0.1,2.4,-3.5,2.1
854901.2021802547,0.0,1.1,-0.3,-1.6
883770.3957786355,0.5,-2.9,1.7,1.4
873498.9405224582,-1.2,-1.6,1.3,2.9
895223.4719893419,-1.6,1.8,-0.7,0.9
857289.1154305311,1.9,0.9,-2.6,-0.4
875754.9701225827,-1.8,-1.9,2.4,2.6
843543.6995541957,1.5,1.5,-2.2,-1.6
875749.0868020263,-1.9,-1.4,2.2,2.1
853826.6215597134,3.4,0.6,-3.1,-1.7
863187.2070450152,0.2,1.5,-0.3,-2.8
891627.0239012254,3.1,-2.4,1.0,-3.4
908174.1805747135,-0.3,3.1,-2.8,0.0
850008.0879128249,2.2,0.4,-2.3,-0.5
850054.8476428726,-0.9,0.0,0.6,0.6
875214.1482054004,1.5,-0.4,-2.5,2.9
853208.4518131736,1.5,-1.6,-0.6,1.5
868183.5978987091,-1.8,0.6,0.9,0.6
885712.5901576766,3.1,-3.5,-0.1,1.1
905504.0139188602,-2.6,1.0,0.0,3.1
910952.6331959225,0.8,-2.5,2.8,-2.2
912412.853646843,-2.6,2.9,-0.3,-0.1
