E_Use,Y1,Y2,Y3,Y4
857076.5273,-0.1,1,-0.7,-0.5
918658.2717,-1.8,2.8,0.3,-2.6
955429.4858,-3.1,1.7,3.1,-3.4
852381.7852,3.2,-0.7,-2.1,-0.8
880010.4815,1.8,0.2,-2.9,1.8
860666.9505,-0.4,0,-0.5,1.7
883635.2018,1.7,-2.8,0.5,1.3
889567.1624,-2.4,1.1,0.9,0.7
914111.7461,-2.6,1.9,1.2,-1.1
905361.2141,0,-2.2,2.8,-1.1
853608.2589,0.5,0.9,-0.6,-1.7
897082.8801,-2.5,1,0.6,1.8
894412.2158,0.3,0.9,-2.7,3
955511.4134,-3.4,1.7,3,-2.7
866368.0063,2.6,-1.6,0.1,-2.1
909080.5866,3.4,-3.3,1.1,-2.4
918884.3515,1.5,-2.9,2.5,-2.3
932142.0819,1.2,-2.9,3.3,-3.1
916991.3524,-2.4,0.6,2.4,-1.3
870712.4518,-0.3,-0.1,1.3,-1.9
873253.2015,2.7,1,-3.4,-0.5
883505.146,0.7,1,-2.7,2
889117.6199,-0.5,-2.4,1.6,2.5
921446.9518,-0.6,-2.9,3.5,0.1
955480.9542,-3.5,2,2.8,-2.7
894662.5888,-1.8,0.3,1.8,-0.7
933474.4656,-2.6,1.5,2.5,-2.8
883186.3802,1.5,-0.2,-2.7,2.9
861370.9785,0.2,-0.7,0.9,-0.8
858523.0663,-0.6,-0.3,0,1.7
866569.302,2.3,2.5,-3.5,-2.6
921974.8129,-1.4,-3.3,3.5,2.3
867321.425,1.9,-1,-1.9,2
929553.7139,0.8,-3,3.2,-2.1
859086.348,2.4,-1.7,-0.2,-1
915060.271,-3.3,0.4,1.4,3
948006.8031,-1.8,2.9,-2.5,2.8
901632.534,1.4,-2.7,1.9,-1.1
897800.8102,-1.6,0.7,1.8,-1.8
898733.8877,-0.9,-0.9,2.9,-2.3
912180.9718,-0.1,2.5,-2.9,0.9
853705.4498,1.7,-0.3,-1.6,0.4
857778.9713,2.3,-0.6,-1.9,0.4
914657.0268,-0.8,2.6,-2.3,0.9
865167.3425,1.2,-0.9,0.7,-2
914006.6042,0,-2.5,3.1,-1.1
840866.5994,0.5,0.5,-0.7,-0.6
896317.0435,0.1,2.5,-2.5,-0.3
890931.6967,0.6,2.3,-2.8,-0.3
908598.602,-3,-0.8,2.4,2.7
911931.9897,-3.2,1.3,0.9,1.9
926629.0855,-3.4,2.2,1.2,0
857623.4535,1.7,-1.3,-1.1,1.5
913595.7244,0.6,-1.8,2.9,-3.3
903819.6385,0.8,-2.1,2.4,-2.2
887287.0788,0.1,0.6,-2.2,3
871467.8536,1.8,2.8,-3.2,-2.7
910129.6583,-2,2.4,0.3,-1.5
890706.7609,0.3,2.9,-2.5,-1.4
889423.2087,0.4,-2.6,1,2.4
913029.9112,-2.2,0.9,2.1,-1.7
870920.3633,0.4,1.8,-0.8,-2.8
863360.3934,-0.3,-0.5,1.2,-0.8
916518.8672,-0.1,-2.5,3.2,-1.2
871810.8476,1.3,-1.7,-0.9,2.6
886661.1797,-1.5,0.2,-0.3,3.1
869550.7565,0.9,-0.3,1,-3.1
904112.4546,-0.5,1.1,-2.2,3.1
910343.2733,-2.9,-0.4,2.5,1.6
933320.1414,-2.3,0.1,3.4,-2.4
892482.5822,-2,1.5,0.7,-0.4
925387.8829,1.1,-3.3,2.8,-1.2
914350.0848,-2.1,-0.9,3.3,-0.6
840324.7866,1.4,-0.6,-0.4,-0.8
892544.2947,-2.5,0.7,0.9,1.8
907006.0022,-1.4,0.7,2.1,-2.9
948096.6225,-2.9,3.5,0.6,-2.5
851542.2355,3.3,0.1,-2.5,-1.8
858788.4652,1.2,-0.7,-1.3,1.6
890511.4086,-0.3,1.2,-1.9,1.9
880648.9879,2.4,-2.4,-1.2,2.4
872988.181,-1.2,0.3,0,1.7
896239.449,-1.1,-2.3,2.6,1.5
939415.1051,0.9,-3.4,3.5,-2
869766.2101,2.2,-2,0.3,-1
880892.4019,2.6,0.6,-3.5,0.6
881800.202,0.5,1,-2.4,1.9
913395.3408,-1.4,2,-1.6,2
925961.3705,-0.3,-3.5,3.2,1.1
885255.9777,-1.8,-1.6,2.1,2.6
883059.8138,-0.3,2,-0.3,-2.7
901185.6209,-0.6,2.7,-2,-0.2
954096.6777,-3.3,2,2.8,-3.1
875183.2146,-1.3,-0.1,0,2.8
885017.5115,0.7,3.3,-2.7,-2.5
902284.6051,2.1,-2.6,1.7,-2.3
866236.6103,-0.2,-0.9,-0.3,2.7
902919.3709,-1.6,-2.6,3,2.4
856449.3358,2.9,-1.1,-1.9,0.3
908136.7352,-1.6,-2.1,3.4,0.6
884166.6427,0.9,0.4,-2.7,2.9
900143.1031,-2.7,1.4,0.7,1.1
891857.9679,-0.8,1.2,-1.4,1.9
917015.1752,0.8,-3.3,2.5,-0.1
897526.633,0.8,-3.3,1.7,1.6
891273.1914,-2.1,0.1,0.5,2.9
921461.1341,-2.2,2.6,-0.9,0.9
951815.2314,-3.2,3.2,1.2,-2.5
874771.2042,0.1,-1.8,1.4,0.6
925821.131,-2.7,2.6,0.8,-1.4
891496.7887,0.1,-1.2,2.2,-2.3
937700.4378,-2.7,3.1,-0.9,1
907063.7758,-1,1.8,-1.8,2
940211.8263,-3.3,1.5,2.6,-1.7
884196.4515,-1.6,-1.5,1.5,3.2
917901.8329,-2.7,2.2,0.9,-0.9
863007.3016,-0.7,0.6,-0.2,0.6
921708.7338,-2.8,0.5,2.6,-0.6
914347.952,-2.4,1.2,2,-1.6
890950.6026,1.7,0.1,-3.2,2.9
877583.5557,1.9,-2.5,0,1.3
909035.4601,-2.6,2,0.7,-0.3
874407.7551,3.3,-2.4,-1.6,1.5
921175.4967,-1.5,2.3,-1.8,2
855472.7424,1.4,0,0.2,-3.1
872810.1597,1.4,0.6,-2.6,1.1
876543.2343,-0.5,-1.4,1.7,0.3
907470.1391,-0.1,-1.2,2.9,-3.2
910305.279,0.9,-3.5,0.9,3.5
898172.9681,-1.5,2.2,0,-1.5
943939.9764,-3.3,3.1,0.8,-1.3
854812.4858,0.5,0.7,0.1,-2.5
882414.6372,0.6,2,-2.5,-0.3
878565.1859,-1.5,-1.2,1.9,1.5
865087.1904,0,1.4,-0.6,-1.6
892756.3016,0.6,1.9,-2.9,0.8
892751.0773,0.4,-3,1.7,1.9
899518.6017,-2.3,-1,2.5,1.5
873001.1942,-1,1.5,-0.3,-0.4
863613.1397,2,-2.1,0,0.2
863789.9362,2.7,-1.5,-1.9,1.5
912811.0396,-1.1,1.4,-1.9,3.1
860797.333,1.9,-0.5,0.2,-3.1
890416.2638,1.4,-2.8,0.2,2.4
877267.9809,-0.1,0,1.6,-3
918726.6531,-2.3,1.9,1.8,-2.7
850887.1408,2.6,-0.2,-2,-0.7
868205.4924,3.5,-2.6,-0.7,-0.3
961522.2661,-1.6,3.1,-3.2,3.4
865185.6422,-0.8,-0.8,1.4,0.4
849222.8579,2.9,0.8,-2.2,-2.9
869043.0544,1.3,2.7,-2.7,-2.6
853047.8673,0.3,-0.7,-0.2,1.2
900399.5564,1.9,-3.4,0.4,2.3
867127.2946,-0.8,-0.6,0,2.8
857367.9009,2.5,1.2,-2.8,-1.7
845957.0984,1.9,0,-1.5,-0.7
866385.3701,-0.8,-0.3,-0.3,2.8
912064.4635,1.4,-3,2.2,-1.2
929119.7296,-3.4,2.2,1.3,-0.3
871546.2939,1.8,-1.4,0.7,-2.1
887885.8336,0.1,1.6,-2.2,1
854078.8082,2.3,-0.9,-1.6,0.4
864558.3336,3.3,-1.3,-0.4,-3.2
899382.305,-2.7,0.6,1.6,1
901770.7484,-0.6,2.1,-2,0.9
871801.9587,1.6,1.7,-3.1,-0.4
928534.4288,-0.1,2.3,-3.5,2.6
849328.6254,0.4,0.9,-0.9,-0.7
898433.7081,-0.1,1.5,-2.4,1.9
869088.3122,1,2.3,-2.4,-1.8
934922.6808,-3,1.1,2.7,-1.7
849790.0883,0.4,0.8,-0.9,-0.6
869398.9522,-0.6,-1.5,1.4,1.4
959048.8699,-1.3,3.5,-3.4,2.3
913670.0663,0.5,-2.7,2.8,-1.1
853871.1241,3.2,-1.4,-0.7,-2.1
867968.5591,1.7,2.1,-3,-1.5
873876.576,1.1,-2.2,0.5,1.3
876105.0231,1.7,2.1,-3.3,-0.9
872536.4264,1.6,-2.2,0,1.3
845422.9676,2.4,-0.5,-1.5,-0.7
870976.4564,1.7,-1.5,-1.7,3.1
934624.4563,-2.4,2.5,-1.2,2.1
917317.7277,-0.8,3.2,-2.4,-0.1
887831.8057,3,-1.7,-2.9,3.2
918402.4973,0.1,-1.9,3.3,-3
926221.3367,1.7,-3,2.8,-2.9
936949.1036,-2.4,2.1,-1.3,3.2
872923.4715,2,-1.9,-1.4,2.6
868559.5823,0.8,0.1,-1.9,2
863861.7506,1.1,1.6,-1,-3.4
849676.2393,2.1,1,-1.6,-2.9
884581.9127,-1.3,-0.2,1.8,-0.7
913713.839,-0.4,-1.9,3.4,-2.1
943272.8903,-2.8,2.7,-1,2.2
868493.3465,2.4,-1,0.2,-3.2
897937.9589,2.6,-3.3,-0.5,2.4
879432.7901,-0.8,-1.8,1.9,1.4
902537.7955,-1.2,2.2,0.3,-2.7
886246.7732,-2,-0.9,1.8,2.1
858766.5138,2.6,-0.7,-0.3,-3.2
917758.7791,-1.3,3.3,-1.9,-0.2
883086.6273,-2,0.5,0.6,1.8
862006.3787,-0.2,0.2,0.8,-1.6
851978.5081,0.2,-0.5,-0.5,1.6
919871.751,-1.6,0.6,2.6,-3.3
901753.8082,2.4,-2.2,1.5,-3.4
842814.197,1,0.2,-0.9,-0.6
958841.1388,-1.7,3.4,-3,2.5
840496.9492,3.5,-1.2,-1.4,-1.7
883697.9446,1.1,2.6,-3,-1.4
928328.7555,-1.9,1.9,-1.6,3.2
905982.5961,-0.1,-2.6,2.7,0.1
861833.0848,0.3,0.2,-1.3,1.7
853941.6671,1.8,0.7,-2.1,-0.7
860865.9408,0.1,-1.1,0.9,0.3
921555.1006,1.9,-3.5,2.2,-1.2
905424.1622,0.5,-3.4,2.1,1.6
894281.1639,-0.8,-0.5,2.5,-2.4
920225.3534,-0.4,-1.5,3.5,-3.3
950191.3967,-3.3,3.3,-0.6,1.1
864785.8786,1.5,-1.4,-1.4,2.6
916022.6377,-2.7,-0.4,2.8,0.5
924580.966,-3.5,-1.1,3.2,2.7
932460.0006,-2.4,3,0.6,-2.5
908763.4295,-2.9,0.9,0.6,2.8
896990.5848,0.9,-3.1,1,2.4
894931.6858,-1.9,-0.6,2.3,0.4
907283.6334,-2.8,-1.4,2.6,3.1
844602.243,1.5,0.6,-1.2,-1.8
866971.2066,0.2,-1,1.2,-0.8
865989.7449,3.2,-1.9,-2,1.4
870231.7173,2.1,-2.4,0.3,0.1
855898.7855,1,1.2,-0.8,-2.8
909229.77,3,-2.7,1.5,-3.5
914562.4908,-0.3,2.1,-2.8,2
906709.5866,1.6,-2,2.1,-3.4
857872.9994,2.2,-1.1,-0.1,-2
885133.0138,-1,-2.1,1.9,2.5
876504.9543,1.2,1.4,-2.9,0.7
921970.0079,-1,-3.2,3.4,1.5
