E_Use,Y1,Y2,Y3,Y4
901352.5790053332,-3.1,0.3,2.1,1.4
949554.3093381162,-3.2,3.3,1.3,-2.9
923840.6274444873,-2.7,2.8,-0.6,0.9
842384.6518421464,1.7,0.7,-1.9,-0.9
898942.2618520621,-2.3,-0.3,2.6,0.0
839848.5779496792,1.4,-0.3,-0.1,-2.0
860804.5746857641,0.7,-0.6,-1.4,2.6
909866.5391349777,-2.1,1.4,-0.7,2.7
905461.4417424832,-2.7,-1.3,3.2,1.6
872536.8602116685,1.1,-0.4,-2.2,3.0
881332.105438946,-1.4,1.0,-0.4,1.5
859569.2555429144,-1.3,0.1,0.8,0.7
924409.7192729989,-3.3,2.3,0.2,1.6
916153.1635629694,-1.8,3.2,-1.3,-0.3
868685.5709635108,2.9,-2.8,-0.4,0.6
902888.7666589868,-1.0,-2.4,3.3,0.3
918701.2018863261,-3.0,1.8,0.0,2.4
928043.2823776151,-0.6,2.8,-3.1,1.9
877646.859931168,-0.9,0.2,1.6,-1.9
871064.299908463,-1.6,-0.8,1.7,1.3
867228.5793015035,-0.2,0.9,0.8,-3.1
905280.4278180439,-1.3,-1.1,3.4,-2.0
885308.3712290484,3.2,-2.6,0.7,-2.6
843201.6109068763,0.7,0.6,-0.2,-2.2
841449.2036770171,2.7,1.2,-2.5,-2.7
844741.8112842572,2.9,0.5,-2.5,-1.8
878871.3897245837,-0.3,-2.5,1.7,2.1
836700.4829223478,2.2,0.2,-1.3,-2.2
899394.8322040174,-0.1,-3.2,2.5,1.7
901479.9845232331,-1.5,2.2,-1.1,0.8
863467.2215293802,2.2,0.4,-2.8,0.5
919186.5860852615,1.3,-2.5,2.9,-3.4
850258.3952755564,3.0,1.1,-3.0,-2.2
878326.437038171,-1.8,0.0,1.5,0.5
848950.3764146207,3.1,1.3,-3.1,-2.5
908505.5521871751,-2.6,0.5,2.4,-0.7
914249.9705008753,1.3,-3.5,2.5,-0.5
898187.1294238282,-2.1,2.4,-0.3,-0.1
883236.2851897691,1.9,-2.7,-0.8,3.2
841285.7677878026,1.8,-0.3,-1.4,-0.1
889215.0307497351,2.1,-0.6,-3.2,3.5
913783.778428094,-2.2,0.1,2.9,-1.6
832266.4120919348,1.9,0.1,-1.3,-1.4
872113.7484247757,-0.2,-0.2,1.8,-2.7
932781.2294677963,-2.2,3.0,-1.5,1.3
888850.298873806,-1.5,1.8,0.6,-1.8
846668.2344043566,3.0,-0.2,-1.1,-3.4
919311.7299790686,-1.7,1.7,-1.6,3.1
846558.4545265695,1.6,1.4,-1.3,-3.3
878567.2965136749,0.3,3.3,-2.4,-2.3
885409.3837382097,0.7,-2.9,1.7,1.0
910085.977273939,1.9,-3.0,2.2,-2.2
921327.2333929584,-2.8,0.3,3.0,-1.0
882652.9282468349,0.4,0.4,-2.5,3.4
932006.710751212,-2.4,2.1,-1.2,2.9
856736.0540671047,0.9,-1.9,0.7,0.6
874650.9210636087,1.1,-2.6,0.7,1.6
873467.6899173681,0.4,1.7,-2.2,0.2
950694.8366974242,-3.4,2.6,2.5,-3.5
836273.5421466328,1.7,-0.1,-0.7,-1.7
858816.8195881946,2.6,-2.1,-1.1,1.3
898052.6063904999,-2.2,-2.7,3.2,3.4
861695.3161547094,1.5,-1.8,-0.8,2.2
869419.8156703183,0.2,0.1,1.4,-3.4
870522.6871274335,1.8,-1.2,-2.1,3.1
912237.9960695965,-2.8,1.1,0.0,3.3
880563.7072086968,3.5,-2.7,-2.3,3.1
846425.761025797,-0.7,0.4,0.2,0.2
847832.0274034247,0.9,0.1,0.4,-2.7
879258.6276950892,2.7,-2.9,-0.8,2.1
860402.4235275914,-0.4,0.6,0.8,-2.1
865495.0940601724,1.0,-1.3,-1.4,3.5
878266.861066053,-0.8,1.2,1.2,-3.2
882616.5552724183,0.6,-2.8,1.6,1.1
934633.8908782696,-1.2,3.4,-2.7,0.9
930495.9499847586,1.5,-3.3,3.1,-2.6
933150.1713351853,-3.3,3.4,0.1,-0.4
853494.1595259107,2.0,0.1,-2.2,0.2
835793.3750876455,0.7,-0.6,-0.1,0.1
957484.5233595779,-1.6,3.2,-3.1,3.0
868076.7862042781,2.2,-1.6,0.7,-2.5
880041.6693441486,3.2,-1.1,-3.2,2.3
851218.7955976711,3.5,1.6,-3.5,-3.2
913462.9996328398,-0.2,-3.3,3.0,0.9
878182.5720577115,3.4,-2.5,0.4,-2.5
850397.8562690852,-0.6,0.5,-0.1,0.3
872838.2750920913,3.4,-2.4,-2.4,2.9
850804.1201348798,1.0,-0.4,0.5,-2.2
920233.4307152131,-2.1,-0.1,3.3,-2.2
882446.7629412962,2.8,-3.0,-0.9,2.3
867563.1354982991,2.8,-1.9,0.3,-2.5
860241.0891375677,3.3,-1.6,-0.2,-3.0
895415.3149613977,-2.3,-0.2,2.4,0.2
902533.7804299047,-1.8,-2.9,3.3,2.8
842353.4850666105,0.0,0.0,0.5,-1.0
894258.863236278,0.3,-3.1,1.3,3.1
875643.904673001,1.2,3.0,-3.0,-2.4
876282.5914416799,3.1,-2.6,-1.8,2.6
885609.1428379593,-1.3,1.8,0.3,-1.7
835023.441695661,2.6,0.4,-2.0,-1.9
866377.1229040805,-1.2,-1.4,1.4,2.3
874517.2469133482,-0.6,-1.9,2.0,1.0
877235.1343903493,3.1,-1.9,0.5,-3.4
852655.7489641681,-0.6,0.4,-0.2,0.8
891378.4734475242,2.0,-2.2,1.6,-2.8
945467.3270735196,-1.3,3.4,-3.0,1.8
848965.1366397464,2.8,2.0,-3.1,-3.4
869145.8052688962,-1.6,0.8,0.9,-0.2
879015.6215586495,1.7,0.7,-3.2,1.7
896411.0815828114,0.8,-3.5,1.6,2.1
869154.87413192,0.6,1.9,-2.2,-0.6
862833.2265125773,-1.0,0.0,1.1,-0.2
846060.289675289,2.6,2.0,-3.0,-3.1
871003.0577498456,0.2,-1.6,-0.3,3.5
844901.2214255584,1.2,0.4,-0.1,-2.9
861380.5096232264,2.7,-1.5,0.2,-2.7
845132.8284155169,2.2,-1.5,-0.8,0.2
898226.8916184354,2.3,-2.9,1.6,-1.9
898387.3363207132,-2.4,-2.6,3.2,3.5
863523.9325300157,1.1,-1.7,1.0,-0.8
863723.6517955081,0.3,0.2,1.1,-3.3
936574.0554541451,-1.0,3.5,-3.0,1.0
840596.4618967497,1.2,1.3,-1.6,-1.9
865594.9737755072,0.5,1.8,-1.9,-0.8
858129.9837343051,0.2,-1.3,0.2,1.9
880924.4468558141,3.3,-3.4,-0.2,0.7
852092.8858225473,0.4,-0.8,-0.7,2.3
901417.3526807864,-2.7,-1.1,2.9,1.8
868547.631600464,0.6,1.0,-2.2,1.2
880811.2741799387,-1.9,-0.4,1.9,0.8
