E_Use,Y1,Y2,Y3,Y4
892013.22877852,1.0,-2.5,2.0,-1
874612.2484504378,2.0,-2.0,1.0,-2
910937.2411796039,2.0,-3.5,2.0,-1
883456.3480270131,-1.0,2.0,-1.0,0
905823.8184260408,3.0,-3.0,1.5,-3
901590.8542289707,-2.0,-1.0,3.0,0
877117.3133038648,3.0,-2.5,0.5,-2
908751.7155768893,-2.5,-1.5,3.5,1
909711.8596606029,0.5,2.5,-3.5,1
947638.9696944853,-3.0,1.0,3.5,-3
851591.8619364046,0.5,-1.5,0.5,1
901228.1551133821,-2.0,1.0,2.0,-2
884790.6849903836,-1.0,1.0,1.5,-3
883893.0326654693,-1.0,0.0,2.0,-2
926321.2602279228,-2.0,0.0,3.5,-3
891908.5061102539,-1.0,0.5,2.0,-3
892682.9623089927,2.5,-3.5,1.0,0
860463.0973939726,0.5,2.0,-1.5,-2
896901.9029368045,-1.0,3.0,-1.0,-2
891893.6405148924,0.5,-3.0,2.0,1
836888.8639795698,1.5,0.0,-0.5,-2
888454.5654223285,-0.5,-1.5,2.5,-1
867973.2423940968,2.5,-2.0,0.5,-2
867718.9181213091,0.0,1.5,-1.5,0
839949.8337758986,1.5,0.5,-1.0,-2
854327.8904731193,0.5,-1.0,-0.5,2
898544.0154883518,-1.5,-1.0,3.0,-1
882579.6796175124,-0.5,0.0,2.0,-3
845054.4689084431,1.5,1.5,-1.5,-3
847722.1958564933,0.5,0.5,0.5,-3
887554.7311716347,2.5,-3.0,1.0,-1
830825.8510020263,2.0,-0.5,-1.0,-1
900701.8479729997,-3.0,0.0,1.5,3
879741.5225670678,2.0,1.0,-3.5,1
835114.7646022507,3.0,-0.5,-1.5,-2
886921.5389531878,-1.5,-1.0,2.5,0
889412.5082092808,1.0,-1.5,2.0,-3
892093.8689336448,0.0,-1.5,2.5,-2
879305.6881944686,-1.5,-2.0,2.0,3
874742.6095604633,-0.5,-2.0,1.0,3
886535.8725947905,-0.5,-2.0,2.5,0
867964.663975752,0.0,-0.5,1.5,-2
869831.8297800184,-0.5,0.5,-1.0,2
894061.448411514,-0.5,2.5,-2.0,0
923826.5748957159,-1.5,3.5,-2.0,0
892411.157582628,2.5,-3.5,0.0,2
849336.799893247,2.5,-0.5,-2.0,0
884167.3375783262,-2.5,0.0,1.5,2
928364.4764491905,-3.0,2.5,1.5,-2
920074.8511043963,-3.0,2.5,1.0,-1
939167.3182686621,-3.0,3.5,0.5,-2
897835.8313334831,-1.5,1.5,-1.0,2
936296.307038985,-0.5,2.5,-3.5,3
902602.0098436819,-1.0,-3.0,3.0,2
873812.427542525,1.5,-2.5,1.0,0
913940.3439772183,-2.0,1.5,-1.0,3
891501.5540766007,-2.5,1.5,0.5,1
880245.7370551755,-0.5,2.0,0.0,-3
882538.1615321358,0.0,-2.5,1.0,3
869791.1482367879,2.5,0.0,-3.0,1
871730.3057008358,-1.0,-1.5,2.0,1
891234.301613168,-1.5,-1.5,3.0,0
931061.6331109972,-2.5,3.0,1.0,-3
905842.8411103986,0.0,-1.5,3.0,-3
875402.7074917068,3.0,-2.0,0.5,-3
877250.8996718787,1.0,-1.0,1.5,-3
842642.2851724387,2.5,-1.5,-0.5,-1
850624.4868969198,3.0,-1.0,-0.5,-3
835341.3856387426,2.5,-0.5,-1.5,-1
893091.0601918434,-1.5,2.5,-0.5,-1
835917.0168795364,2.0,-1.0,-1.0,0
927319.4199311966,0.5,-3.0,3.5,-2
903485.0672220371,-2.5,1.0,2.0,-1
856311.5399021151,0.0,-1.0,0.0,2
867973.1684998991,0.0,-1.5,1.5,0
883757.4131515455,3.0,-1.5,-3.0,3
843324.0524167989,2.0,-1.5,-0.5,0
886859.3106516199,-1.5,1.0,-0.5,2
833202.3945749934,1.0,0.5,-1.0,-1
883396.5371089882,2.5,-1.0,-3.0,3
893860.8361011255,0.5,1.5,-3.0,2
869916.9463083252,-1.5,0.0,0.5,2
856640.0118926758,-0.5,0.0,-0.5,2
902319.6594965077,-2.5,1.5,0.0,2
929107.5859375773,-2.5,2.0,-1.0,3
885598.5390163005,0.5,-3.0,1.5,2
849947.3790573028,3.0,0.0,-2.5,-1
899516.9434702975,-2.5,-2.5,3.5,3
839830.3497998792,3.0,-1.5,-1.5,0
861661.7174866501,0.0,1.5,-0.5,-2
895966.8119536416,1.0,3.0,-3.5,-1
903431.4168357907,-1.0,-0.5,3.0,-3
864356.2014553803,1.0,-1.0,-1.5,3
866241.5680511718,1.0,2.0,-2.5,-1
919030.9838701907,-3.0,2.5,0.0,1
843805.2254842414,1.5,0.0,-1.5,0
879675.670051971,-1.5,-1.5,2.5,1
876757.744020383,2.0,-1.0,-2.5,3
909206.0332408245,-3.0,-2.0,3.5,3
899383.4335231468,0.0,-3.0,2.5,1
862825.0244183182,3.0,0.0,-3.0,0
861564.2902495046,3.0,-2.0,0.0,-2
916970.1853475147,-2.5,0.0,3.0,-1
909038.9689957156,0.5,3.0,-3.5,0
935285.9040302695,2.0,-3.5,3.0,-3
918892.1414785819,1.0,-2.5,3.0,-3
900616.9262033425,-3.0,0.5,2.0,1
932608.8821334701,-2.5,1.0,3.0,-3
863731.8708013721,1.5,-2.0,-0.5,2
881443.3126813204,1.5,2.0,-3.5,0
835332.8444360122,0.5,-0.5,0.0,0
872173.3630106581,-1.0,1.5,-0.5,0
909705.7943705529,-1.0,-2.0,3.5,-1
836598.7358652125,2.0,1.0,-2.0,-2
931526.9594600586,-3.0,2.0,-0.5,3
890015.185697909,-2.5,0.0,2.0,1
939946.6223627849,-2.0,3.5,-2.0,1
903801.9292990371,0.0,-3.5,2.5,2
966427.8733631852,-2.0,3.5,-3.0,3
894899.0295762148,1.0,-3.5,1.5,2
850690.8235515761,2.5,0.5,-2.5,-1
901656.5392137616,1.0,-3.5,2.0,1
866768.3614373255,2.5,1.5,-3.5,-1
855464.7999556002,0.0,0.5,-1.0,1
914574.4437825558,-0.5,-2.0,3.5,-2
856379.1102748454,2.5,-2.0,0.0,-1
843143.0852599367,2.5,0.0,-1.0,-3
897744.8034990513,-1.5,2.0,-1.0,1
878104.5341794401,2.0,-2.5,1.0,-1
906571.265068003,-0.5,-3.0,3.0,1
905316.5570982429,1.0,-2.5,2.5,-2
889993.7665323303,2.0,-2.5,1.5,-2
903411.1560086252,2.0,-2.5,2.0,-3
936850.1899969196,1.0,-3.5,3.5,-2
874652.9739047901,-0.5,-1.0,2.0,-1
883471.288863277,-2.5,-0.5,2.0,2
894311.9143373973,0.5,2.5,-3.0,0
907628.513475372,-2.0,3.0,-0.5,-1
890184.0705477117,-2.5,-0.5,1.5,3
896014.4387606833,-1.0,3.0,-1.5,-1
868794.5391718709,2.5,-1.0,-2.5,2
919927.3705946284,-3.0,1.0,2.5,-1
861106.9682903354,1.5,-1.5,-1.5,3
865907.661732656,-1.0,0.5,1.0,-1
887466.8567307204,-2.0,1.0,0.0,2
866630.9811135865,0.5,-0.5,-1.5,3
889317.1143227919,-2.0,1.5,1.0,-1
861769.932375287,2.5,-2.0,-1.5,2
931683.6316901558,-3.0,0.0,3.5,-1
863290.2369360862,-1.5,0.5,0.5,1
944219.675978211,-3.0,3.5,-1.0,1
