E_Use,Y1,Y2,Y3,Y4
870547.764011282,-0.2,1.0,-1.4,1.2
883925.6786306397,-0.8,-0.9,0.7,2.0
863607.7876595336,0.2,-0.4,1.2,-2.0
880978.6613207166,-1.0,-2.2,1.7,3.1
896977.6915336484,0.5,3.5,-3.1,-1.9
895663.0673226459,-1.0,-2.7,2.8,1.8
874375.0780463669,-0.7,1.6,-1.0,0.1
839580.2444789173,1.7,0.7,-1.8,-1.2
870060.8696804608,0.8,-1.9,1.3,-0.5
873784.99961063,0.7,-0.3,-2.0,3.3
882508.6685219412,-2.1,1.4,0.6,0.2
902754.8393241364,-2.6,1.4,1.7,-1.1
914301.4687395928,-0.1,3.5,-3.2,-0.3
851313.4712978211,1.6,-1.7,0.2,-0.2
880246.1263815074,2.6,-3.0,-0.5,1.9
880949.1226451993,-0.7,-2.0,2.3,0.8
868096.9654064139,0.5,1.8,-0.7,-3.3
856536.6699602021,1.4,-1.9,0.1,0.8
896331.7005701013,-0.7,-2.0,2.9,-0.4
852139.3946160852,2.2,2.5,-3.1,-3.2
921083.0975521677,0.6,-2.5,3.3,-2.7
850541.3501898858,1.6,-0.6,-1.5,1.0
845446.5709418607,0.3,1.1,-0.8,-1.1
890896.7046507406,-2.0,0.9,1.7,-1.2
862936.5477170942,-0.2,-1.5,0.7,2.0
840886.0302587831,1.5,0.6,-1.6,-1.0
862616.7499803982,0.8,-0.2,-1.7,2.2
879704.2946556734,0.2,-1.3,1.9,-1.6
859780.6308429519,-0.4,-0.1,1.1,-1.3
892316.9181031444,-2.8,-0.4,2.0,2.3
922815.5010361194,2.8,-3.4,2.2,-3.1
889047.2100028418,-0.8,-0.2,2.3,-2.6
839905.7015626434,0.1,-0.1,-0.4,0.8
895638.2000203393,-1.1,-2.9,2.4,3.2
863157.3416385441,1.2,0.5,-2.3,1.2
951318.842661224,-1.5,3.1,-3.0,2.8
866765.2047278484,1.4,-0.1,-2.3,2.0
887149.386383606,-1.0,1.1,1.5,-3.3
886628.4295019249,3.4,-1.8,-3.2,3.3
877880.1102326047,-0.9,1.2,-0.9,1.2
881810.6209773266,1.1,3.0,-3.1,-2.0
884287.4806998805,-0.8,2.3,-0.4,-2.1
904040.0571198793,-0.4,-3.2,2.8,1.7
909378.5142607006,-3.2,0.5,2.3,0.8
865533.1260980878,-0.5,1.7,-0.7,-1.0
901031.0358480822,-0.7,-3.3,2.5,2.9
900833.5853343203,1.3,-3.5,0.6,3.3
858268.3515976295,-1.2,-0.3,1.0,1.0
855378.8016744428,2.8,0.7,-2.9,-1.2
904480.4755502573,-1.0,2.9,-0.3,-3.2
941376.9698342121,-1.8,2.4,-2.3,3.3
894192.1707888901,-0.5,2.9,-0.9,-3.0
841515.214982558,2.6,-1.7,-0.6,-0.5
882883.7513955705,-1.9,0.1,0.1,3.4
933477.8415466553,-1.0,2.4,-2.9,3.0
884434.7386636011,-2.2,0.8,1.4,-0.1
896958.2443667272,0.1,-3.2,1.6,3.0
918220.6999826184,-2.7,0.4,2.8,-1.1
