E_Use,Y1,Y2,Y3,Y4
905823.8184260408,3.0,-3.0,1.5,-3
884638.5461211592,-0.5,-2.5,1.5,3
859881.5692076167,3.0,-2.5,-0.5,0
840364.8531104297,1.0,0.0,-1.0,0
874612.2484504378,2.0,-2.0,1.0,-2
897776.212728222,-1.5,-3.0,3.0,3
908751.7155768893,-2.5,-1.5,3.5,1
896027.4782267245,-2.5,-0.5,2.5,1
851591.8619364046,0.5,-1.5,0.5,1
942978.757378514,-2.5,3.5,-1.5,1
840143.5183018125,0.5,-0.5,-0.5,1
860292.3948085218,-1.0,0.5,0.0,1
884790.6849903836,-1.0,1.0,1.5,-3
891908.5061102539,-1.0,0.5,2.0,-3
888601.1267685881,-2.0,2.0,0.0,0
883650.2026688125,2.0,-0.5,-3.0,3
892682.9623089927,2.5,-3.5,1.0,0
918174.7525956354,-3.0,3.0,0.0,0
880774.8512643013,1.0,2.0,-3.0,0
888454.5654223285,-0.5,-1.5,2.5,-1
904473.2172969325,-1.5,-1.5,3.5,-1
867973.2423940968,2.5,-2.0,0.5,-2
841629.9296762483,0.0,0.0,-0.5,1
839949.8337758986,1.5,0.5,-1.0,-2
917406.2897797022,-0.5,-3.0,3.5,0
906200.4185431862,0.0,-2.5,3.0,-1
882579.6796532219,-0.5,0.0,2.0,-3
855193.7317779743,1.5,-1.0,-1.5,2
860551.8284283812,0.5,1.5,-0.5,-3
844139.1058993392,2.5,1.0,-2.0,-3
896454.5824417998,-1.0,1.0,-1.5,3
900701.8479729997,-3.0,0.0,1.5,3
877320.1627082538,3.0,0.0,-3.5,1
835114.7646022507,3.0,-0.5,-1.5,-2
847135.2308093805,3.0,-1.5,-0.5,-2
861105.7574840442,1.0,-1.5,1.0,-1
886921.5389531878,-1.5,-1.0,2.5,0
900267.4125858156,-3.0,0.5,1.0,3
889412.5082092808,1.0,-1.5,2.0,-3
867964.663975752,0.0,-0.5,1.5,-2
879305.6881944686,-1.5,-2.0,2.0,3
892093.8689336448,0.0,-1.5,2.5,-2
886535.8725947905,-0.5,-2.0,2.5,0
867140.2397594012,1.5,3.0,-3.0,-3
904887.9390100562,-1.5,-2.0,3.5,0
897835.8313334831,-1.5,1.5,-1.0,2
