E_Use,Y1,Y2,Y3,Y4
828491.6560412239,0.0,0.0,0.0,0.0
876909.6444729179,0.85,-0.2,-2.3,3.3
880065.360255072,0.65,0.2,-2.5,3.3
875532.8349587808,0.55,0.1,-2.2,3.1
868125.6311483191,1.7,-2.6,0.5,0.8
870759.1163328239,-0.35,-1.5,0.3,3.1
869365.551423504,-1.55,-0.4,1.1,1.7
873889.1238162518,2.9,-2.7,-1.1,1.8
848506.7905781869,1.45,0.4,-0.2,-3.3
876258.9522462871,-0.3,0.2,1.6,-3.0
851898.9656876755,1.0,0.3,-1.6,0.6
916632.3110974444,-2.35,2.6,-0.7,0.9
918689.9473736123,-2.95,1.5,2.2,-1.5
906172.090322595,-2.75,1.3,1.9,-0.9
847060.3044614885,1.0,-0.8,-0.9,1.4
894861.9439131826,-2.45,-2.0,3.1,2.7
888391.7879014838,-0.1,3.1,-1.6,-2.8
882051.8915463438,0.95,-2.8,0.7,2.3
846407.7356243336,1.2,0.3,0.0,-3.0
852769.842486313,1.0,-0.6,0.5,-1.8
863572.8430353565,3.35,-2.7,-0.7,0.1
905442.2204156889,-3.0,-0.3,2.6,1.4
937973.3147763101,-3.25,0.5,3.4,-1.3
851355.0146713129,0.2,0.1,0.7,-2.0
864330.3892886668,2.2,-0.4,-2.5,1.4
889035.2996649867,-0.9,-2.8,2.4,2.6
917752.127757678,-3.1,0.8,2.5,-0.4
908629.3660445343,-1.4,3.2,-1.5,-0.6
911400.231968818,-2.0,-0.8,3.3,-1.0
923272.3861244819,0.85,-2.6,3.2,-2.9
907014.1259760982,0.35,3.1,-3.3,-0.3
897151.2239978788,-2.3,1.8,0.0,1.0
879628.8488109087,1.2,-2.8,0.6,2.0
896219.134891676,-1.9,2.3,0.0,-0.8
861355.1803205878,1.7,-1.7,-1.3,2.6
848923.9510772172,2.35,1.9,-2.5,-3.5
891638.0714807338,-1.6,-1.9,3.1,0.8
876356.7786611045,0.7,1.5,-2.6,0.8
877299.7690255198,-0.1,2.5,-1.3,-2.2
873172.4759823128,0.7,0.7,-2.5,2.2
885432.8504543311,-1.15,-0.7,2.4,-1.1
881361.2545329508,0.4,2.1,-2.5,0.0
848893.203178027,3.25,1.7,-3.2,-3.5
910195.7686604436,-3.0,-0.9,3.1,1.6
844454.4234406147,0.4,-0.7,0.4,-0.2
869150.5375837232,3.1,-2.1,-2.3,2.6
836039.3907004718,-0.05,-0.3,0.2,0.3
866377.8944959373,2.1,-2.4,-0.4,1.4
832616.1442342,0.95,0.2,-0.8,-0.7
860414.6039695112,2.3,-2.2,-0.6,1.0
906589.9301778134,-1.5,2.6,-1.3,0.4
899051.7349259336,0.0,-2.5,2.7,-0.4
878975.4827082548,-1.1,0.2,-0.7,3.2
880554.1088741932,2.35,-3.3,0.6,0.7
880792.5302791535,-1.15,-1.4,2.4,0.3
889006.1553901777,-0.9,-0.2,2.3,-2.4
903027.4078801868,-2.3,1.9,-0.2,1.2
907095.4769291651,0.6,2.7,-3.5,0.4
912590.9903492036,-3.4,-1.7,3.4,3.4
843757.0618001915,2.3,-0.5,-1.7,-0.2
853753.3592396413,2.5,-1.2,-1.9,1.2
834249.4306194357,2.3,-0.8,-1.2,-0.6
869117.5409876602,0.65,-0.1,1.2,-3.5
853211.9427549178,1.5,-0.4,0.3,-2.8
863943.7279534212,0.15,-0.5,-1.2,3.1
877745.5810063713,0.45,2.1,-2.4,-0.3
863161.660897665,0.45,0.9,-1.8,0.9
869225.1867528906,0.85,1.4,-2.5,0.5
881302.4294733726,-1.55,1.1,-0.2,1.3
869464.0360014713,1.3,1.6,-2.9,0.0
897838.3904503067,-1.0,1.6,-1.6,2.0
891319.6287751624,-1.25,-2.4,2.8,1.7
860358.9611317251,-0.8,-0.2,-0.3,2.6
859520.416118048,0.5,1.3,-1.7,-0.2
848604.2459163506,-0.8,0.2,0.3,0.6
850591.3889794771,-0.85,0.1,0.3,0.9
859695.3507854724,3.0,-2.1,-1.6,1.4
849430.3520311358,1.25,-1.7,0.3,0.3
859134.6355486359,0.8,1.2,-2.1,0.2
860274.2289762263,2.95,-2.1,-1.6,1.5
900515.2803633955,-2.7,0.5,2.1,0.2
876367.0576118653,-0.65,0.8,1.3,-2.9
895925.4989528059,-1.85,2.3,0.0,-0.9
841733.7615322802,0.45,0.1,-0.8,0.5
858182.5925719077,0.05,-1.1,0.0,2.1
873450.7163719574,2.85,0.0,-3.3,0.9
850689.314081697,1.05,1.0,-1.9,-0.3
843003.3881412107,0.9,-0.9,-0.2,0.4
924580.4044851499,1.7,-3.2,2.8,-2.6
846593.9920519195,-0.6,-0.4,0.5,1.0
908231.0856538918,-2.25,0.4,2.5,-1.3
851498.7812532346,1.1,-0.6,0.4,-1.8
832965.1861342014,0.15,0.2,-0.3,-0.1
870206.5594961772,2.3,-2.7,-0.1,1.0
863567.6485932051,0.6,-0.4,1.1,-2.6
873222.360319682,3.05,-2.1,0.4,-2.7
845245.8673812838,0.65,0.2,-1.1,0.5
885710.9846995192,-2.25,0.4,0.3,3.1
868542.3068900554,-0.8,-1.4,1.8,0.8
860282.0447676769,2.95,1.0,-3.3,-1.3
846065.6105734047,1.45,-1.4,-0.3,0.5
876045.9927033038,1.35,-2.5,-0.1,2.5
869555.9820890583,-0.75,1.5,-0.1,-1.3
887098.1282860262,-1.95,0.5,1.7,-0.5
