E_Use,Y1,Y2,Y3,Y4
935458.2530361423,-2.3,3.2,-0.4,-1.0
896410.2130151809,-0.35,1.9,-0.4,-2.3
883463.7794970722,0.65,-1.9,0.8,0.9
913370.4720514711,1.65,-3.1,1.5,-0.1
865765.0006530349,1.65,-1.0,-0.7,0.1
871268.1581113439,2.1,-1.1,-1.4,0.8
912238.3936731053,-1.8,1.2,-0.3,1.8
924991.5869576358,-3.25,1.4,1.5,0.7
869044.2756076733,2.5,1.6,-2.8,-2.6
913300.7537752165,-0.15,-1.2,2.6,-2.5
886865.9645727865,1.6,-1.9,-0.6,1.8
876793.0093236488,1.6,-1.8,0.2,0.0
867910.3918852528,0.75,0.5,-0.8,-0.9
944075.6816874135,-1.75,2.7,-1.8,1.7
894120.0081493129,-0.1,0.0,-1.6,3.4
870022.0019597665,0.65,0.6,-0.6,-1.3
881919.6836420543,2.8,1.0,-3.2,-1.2
924540.6864973896,-0.35,-3.2,2.7,1.7
913424.4049229334,-1.5,-0.1,2.3,-1.4
917278.3951461881,-1.3,1.5,-1.2,2.0
901565.7665987893,2.5,-2.7,0.7,-1.0
871416.6613695187,1.2,-1.1,0.1,-0.4
889225.6355107966,1.35,0.4,-2.5,1.5
911256.3436671968,-1.7,1.7,-0.4,0.8
896658.7698922257,0.5,-0.8,1.6,-2.6
893389.7707099714,-0.2,1.9,-0.6,-2.2
950047.5046975525,-3.45,2.9,0.6,-0.1
908964.1486153108,-2.15,1.1,1.3,-0.5
945567.2419727375,-2.4,1.6,2.4,-3.2
882916.6655646076,-0.1,0.6,0.7,-2.4
961356.5251124186,-3.0,3.3,-0.9,1.2
906417.9218274726,-0.4,0.8,-1.8,2.8
953158.7824568563,-1.1,2.6,-2.9,2.8
869452.9847403286,0.95,0.8,-1.5,-0.5
914465.4474294445,-2.2,-2.3,3.1,2.8
875140.2920676201,0.3,0.7,-1.0,0.0
915425.2784025788,-1.75,-1.6,3.1,0.5
902159.4508852559,0.15,-2.5,1.2,2.3
934865.228983499,1.95,-3.4,2.2,-1.5
908577.0199149866,0.1,1.1,-2.4,2.4
861516.8504338327,1.55,-0.3,-0.7,-1.1
894550.7788463136,-1.55,0.5,0.3,1.5
918028.4640337082,-2.4,1.9,0.2,0.6
890133.6150865958,-0.6,-1.2,0.4,2.8
935325.091825075,0.1,-2.5,3.3,-1.8
909758.016810922,-2.1,1.0,1.4,-0.6
893632.9562254441,2.9,-2.9,-0.2,0.4
932270.5101827262,1.5,-3.1,2.4,-1.6
954486.6479548793,-2.7,0.8,3.2,-2.6
904267.3699746376,-2.4,0.6,1.2,1.2
877797.5757427912,0.4,1.6,-1.3,-1.4
921938.517140277,2.6,-3.5,1.3,-0.8
903921.2270740229,-0.35,2.5,-0.9,-2.5
898888.8083916603,1.55,-1.9,1.2,-1.7
875267.120168701,2.05,-0.9,0.0,-2.3
931224.7260742522,-3.4,0.6,2.1,1.4
949273.0887162944,-2.6,2.9,-0.9,1.2
864986.792254982,2.3,0.8,-2.0,-2.2
919035.6951385041,-1.5,-2.0,3.2,0.6
896386.2274805808,0.45,0.6,-2.3,2.5
896155.7051397272,2.85,-2.8,-0.6,1.1
950176.6864740298,-2.25,3.0,1.0,-3.5
903608.1509629661,-0.45,-0.7,2.3,-2.3
904823.3123021552,0.0,-2.7,1.9,1.6
883198.6454225788,0.7,2.1,-1.7,-2.2
884828.0062990403,0.0,0.1,1.1,-2.4
951925.1721850698,-2.8,1.4,2.7,-2.6
871917.6815202215,2.0,0.5,-2.1,-0.8
908061.6046366023,2.6,-2.5,1.0,-2.2
946164.8986296479,-2.55,-0.1,3.4,-1.5
892966.2888569741,1.95,-1.6,-2.0,3.3
919207.8305794743,0.0,2.7,-2.7,0.0
911352.9687979219,0.6,-2.8,0.6,3.2
865447.266342041,2.3,-1.1,-0.6,-1.2
923881.8210136519,-1.2,1.4,-1.6,2.8
897668.2562319359,0.5,-2.1,0.2,2.8
890042.052926943,1.2,1.4,-2.8,0.4
886118.7154320192,1.35,0.5,-2.4,1.1
865650.6966313394,2.9,0.6,-2.4,-2.2
869262.7658882611,1.05,0.7,-1.5,-0.5
913247.8529001456,-1.7,1.4,-0.5,1.6
898509.8579471442,0.2,-2.5,1.6,1.4
899169.0146357379,-1.4,1.2,0.7,-1.0
877580.4514817608,0.6,1.0,-0.3,-2.6
875236.0947058945,0.3,-0.9,0.1,1.0
893326.4655766218,1.8,-1.9,-1.6,3.4
877389.1080723793,2.8,-0.4,-2.4,0.0
892559.2840016424,-0.45,-0.7,1.8,-1.3
881289.2161767174,3.35,-1.8,-0.4,-2.3
909139.033566728,-2.5,0.7,0.9,1.8
873723.9451697458,0.7,0.1,-1.2,0.8
875169.1671005369,0.55,-1.1,0.1,0.9
879613.3415000946,1.75,0.4,-2.3,0.3
889523.5980792213,1.8,-0.6,-2.3,2.2
894277.3385958831,3.0,-1.0,-2.9,1.8
909919.3816806875,-2.15,1.5,0.7,-0.1
900366.2920155044,2.75,-2.8,0.5,-0.9
874889.9243924251,0.7,0.0,-1.2,1.0
899089.9403356019,-1.75,0.7,0.3,1.5
892640.3777589153,2.9,-1.0,-2.8,1.8
918866.7096951124,2.35,-3.1,1.4,-1.3
871415.6601571292,2.75,-1.9,-0.6,-0.5
885290.124822434,-1.05,-1.0,1.2,1.7
912016.5207050059,-0.6,1.2,-1.8,2.4
940306.6866642294,2.3,-3.1,2.4,-3.2
912249.0198011273,1.15,-3.0,1.7,0.3
894485.5396426442,0.2,1.0,-1.9,1.4
946989.2472812323,-1.85,2.8,-1.8,1.7
872606.2915229978,1.5,-0.3,-1.5,0.6
888711.6523840094,-1.25,0.0,0.5,1.5
909749.6264548233,-1.35,1.3,-0.8,1.7
882493.5766661112,-0.4,0.5,-0.6,1.0
876361.3450684702,2.2,-1.4,0.0,-1.6
903471.9905784677,2.0,-1.9,1.2,-2.6
913366.1178967445,-2.25,1.9,0.2,0.3
923599.6104751796,-1.5,3.0,-0.6,-1.8
922159.7848915424,-2.55,1.9,0.2,0.9
899722.3638840229,3.1,-3.2,0.2,-0.2
957294.1721751522,-2.8,0.8,3.3,-2.6
891126.8870743703,-0.05,1.8,-1.5,-0.5
876651.2800469964,1.3,-0.1,0.3,-3.0
879121.7328100164,0.5,-1.3,0.2,1.2
858900.5759503302,2.65,-0.9,-1.2,-1.1
907562.4802443185,-2.05,1.4,0.7,-0.1
912562.7342649412,-2.25,1.1,1.4,-0.5
873218.9171165649,1.5,-1.4,-0.3,0.4
899367.2440878806,0.25,-0.7,1.8,-2.7
877958.2153241725,2.4,0.0,-2.4,0.0
869183.1516069355,2.7,0.0,-2.2,-1.0
922952.7800225834,-2.65,1.9,0.3,0.9
878594.5508205916,2.1,-0.2,-2.2,0.6
899452.7547125107,-1.85,1.0,0.8,0.1
885409.9299588113,1.4,0.5,-2.4,1.0
870957.4462811947,2.7,-1.3,-0.5,-1.8
875604.471722598,1.0,-1.5,0.3,0.4
903432.7766284922,-1.35,1.4,-0.5,0.9
877775.6459576845,0.5,0.5,-1.5,1.0
866454.6259006587,2.85,-1.4,-0.8,-1.3
883820.9866064172,0.95,1.2,-2.3,0.3
880220.7415528746,2.2,-0.2,-2.3,0.6
885823.211804221,2.9,-0.6,-2.7,0.8
876780.3860790082,2.95,-0.5,-2.4,-0.1
874957.0041179392,-0.25,0.0,0.3,-0.1
898156.8491313965,-1.75,1.2,0.4,0.3
876833.634237421,1.95,0.4,-2.3,-0.1
879310.6895028248,0.1,-0.9,0.9,-0.2
871027.834682224,1.85,-1.5,-0.2,-0.3
897637.329849942,-1.3,1.2,0.6,-1.0
860541.9416677528,2.5,-0.7,-1.3,-1.0
873357.3076727812,1.4,-0.2,-1.5,0.6
888764.730390719,2.35,-1.1,-2.3,2.1
903572.7706358702,-1.05,1.7,-0.9,0.5
858323.1472856493,2.05,-0.9,-0.8,-0.7
878027.8650398528,2.75,-0.4,-2.4,0.1
865524.5098578398,1.15,0.8,-1.0,-1.9
877297.7033926744,-0.15,0.0,-0.6,1.5
923260.1655109522,2.2,-3.0,1.7,-1.8
872848.9481789554,1.15,-0.4,-1.2,0.9
911380.0214499315,-1.7,1.5,-0.4,1.2
876461.6690558555,3.0,-1.4,-0.4,-2.4
878238.8399296643,2.75,-2.1,-0.3,-0.7
895480.7738430148,-1.7,1.1,0.4,0.4
925255.2801804144,-2.65,1.9,0.2,1.1
877479.1638095166,0.2,0.7,-1.1,0.4
883365.5713019428,-0.6,0.4,-0.4,1.2
935082.5436216433,1.85,-3.1,2.4,-2.3
872043.6653962316,0.55,-0.6,-0.2,0.5
902032.5848455485,1.6,-2.5,1.2,-0.6
934364.3762823768,-1.4,2.8,-1.8,0.8
858183.0560874387,2.05,-0.6,-1.0,-0.9
908185.3535012365,1.35,-1.9,1.7,-2.3
876798.7348305045,0.5,0.4,-1.4,1.0
884467.7059635512,2.8,-0.6,-2.6,0.8
875447.540308263,0.75,0.1,-1.3,0.9
867409.884491359,1.1,0.6,-1.4,-0.6
898369.7309734244,-1.65,1.2,0.4,0.1
867859.7384629403,2.6,-0.5,-1.8,-0.6
885801.0322880272,-0.7,1.0,-0.4,0.2
874558.1259684361,1.45,-1.1,0.2,-1.1
882506.9941220495,-1.15,0.5,0.4,0.5
880171.3585241055,0.75,0.9,-1.9,0.5
872953.35895575,-0.15,0.0,0.2,-0.1
867227.9698817749,2.05,-0.9,-1.2,0.1
887590.6217065186,-0.3,-0.4,1.5,-1.6
906936.3419663545,-2.1,1.2,0.4,1.0
875076.3518255731,1.95,-0.1,-2.0,0.3
877611.3821396715,0.95,-1.5,0.2,0.7
867840.2138390988,2.75,0.0,-2.2,-1.1
871277.731193302,0.85,-0.1,-1.1,0.7
872896.2181175996,0.15,-0.6,0.3,0.3
881686.2253986081,-1.05,0.5,0.4,0.3
868007.9437920223,1.75,-0.9,-1.1,0.5
899550.4168544016,-1.65,1.2,0.5,-0.1
875575.567566186,3.05,-0.7,-2.3,-0.1
871104.7303849265,0.95,-0.2,-1.1,0.7
908302.8334073515,-2.1,1.7,0.3,0.2
876037.1325642478,1.1,-1.6,0.3,0.4
887695.4359222475,-0.6,0.9,-0.6,0.6
895784.1786190632,-1.55,0.8,0.9,-0.3
880828.1440944177,2.15,-0.2,-2.3,0.7
902480.1234912269,-1.95,1.1,0.9,-0.1
889826.5406741442,-0.85,1.2,-0.4,0.1
902473.55228363,-1.0,1.7,-0.9,0.4
905146.2680922134,-1.35,2.0,-0.6,-0.1
872659.1392678419,2.05,-0.4,-1.8,0.3
908518.2298317944,-1.6,1.4,-0.4,1.2
862922.6590655298,1.35,-0.8,-0.5,-0.1
866924.5518693557,1.2,0.3,-1.2,-0.6
914595.318576015,1.4,-3.0,1.7,-0.2
868001.8913105233,2.4,-0.2,-1.9,-0.6
873055.7035126663,0.5,-0.7,-0.3,1.0
870541.8726913355,0.5,0.8,-1.0,-0.6
860358.1987190286,2.2,-1.0,-0.9,-0.6
