E_Use,Y1,Y2,Y3,Y4
901590.8542289707,-2.0,-1.0,3.0,0
920164.2120775796,0.0,-2.5,3.5,-2
859881.5692076167,3.0,-2.5,-0.5,0
883456.3480270131,-1.0,2.0,-1.0,0
871255.2553122229,0.5,-2.0,0.0,3
919496.4545004413,2.0,-3.0,2.5,-3
893314.8761476903,3.0,-3.0,1.0,-2
934160.1591929945,-3.0,3.0,1.0,-2
908751.7155768893,-2.5,-1.5,3.5,1
840364.8531104297,1.0,0.0,-1.0,0
849144.0108846433,1.5,-0.5,-1.5,1
914603.2288008204,-2.5,2.5,-0.5,1
891908.5061102539,-1.0,0.5,2.0,-3
926321.2602279228,-2.0,0.0,3.5,-3
884790.6849903836,-1.0,1.0,1.5,-3
901228.1551133821,-2.0,1.0,2.0,-2
860292.3948085218,-1.0,0.5,0.0,1
868622.1425726969,-1.5,0.5,1.0,0
944048.2754364713,-3.0,2.5,-1.0,3
880774.8512643013,1.0,2.0,-3.0,0
888454.5654223285,-0.5,-1.5,2.5,-1
895360.9187002716,-0.5,3.0,-1.0,-3
907951.102263571,0.0,1.5,-3.0,3
841629.9296762483,0.0,0.0,-0.5,1
855156.0390846082,0.5,1.5,-1.0,-2
905600.4398418833,-1.5,3.0,-0.5,-2
888308.3491560691,-0.5,3.0,-1.5,-2
873841.162685022,2.0,1.5,-3.5,0
877807.769862256,1.0,0.0,-2.5,3
865900.911709078,1.0,1.5,-2.5,0
844139.1058993392,2.5,1.0,-2.0,-3
870049.2437647525,3.0,0.5,-3.5,0
851844.7235095131,-0.5,-1.0,1.0,1
925780.4629504079,-3.0,0.5,3.0,-1
867964.663975752,0.0,-0.5,1.5,-2
886535.8725947905,-0.5,-2.0,2.5,0
871448.205221549,2.5,-2.5,-1.0,2
923826.5748957159,-1.5,3.5,-2.0,0
874692.0834425144,-1.5,0.5,0.0,2
965985.2114627584,-1.5,3.5,-3.5,3
892411.157582628,2.5,-3.5,0.0,2
920265.9285564926,-2.0,3.5,-0.5,-2
898040.7301488216,-1.0,-2.5,3.0,1
871847.747653201,2.5,1.0,-3.5,0
874049.4995859594,0.0,2.5,-1.5,-2
902602.0098436819,-1.0,-3.0,3.0,2
907794.2535943111,-2.0,-1.5,3.5,0
840862.2278208018,0.5,0.5,-1.0,0
887131.8754082283,0.5,-2.5,2.0,0
903493.0628511519,0.0,-3.5,2.0,3
884300.4066669862,-2.5,0.5,1.5,1
844159.9314079277,-0.5,0.0,0.0,1
913940.3439772183,-2.0,1.5,-1.0,3
853827.0478969173,-1.0,-0.5,1.0,1
881555.7459927769,2.5,-3.0,-0.5,2
913187.1467281671,-1.5,3.0,0.0,-3
906209.7750507826,1.5,-3.5,2.0,0
866127.8134251247,-1.0,-0.5,1.5,0
867825.8635679629,0.0,1.5,0.0,-3
871730.3057008358,-1.0,-1.5,2.0,1
875957.2118729076,0.5,-2.5,1.5,1
891234.301613168,-1.5,-1.5,3.0,0
894480.9903545682,1.5,-3.5,1.5,1
869588.6139287566,1.5,-2.0,1.0,-1
854972.6704426721,2.5,0.0,-2.5,0
855178.9621789862,1.5,-1.0,0.5,-2
856311.5399021151,0.0,-1.0,0.0,2
883948.0838179874,0.5,-1.0,2.0,-3
835341.3856387426,2.5,-0.5,-1.5,-1
927319.4199311966,0.5,-3.0,3.5,-2
850624.4868969198,3.0,-1.0,-0.5,-3
882421.1421526225,2.0,-3.0,0.0,2
911582.661794177,-1.5,3.5,-1.5,-1
918649.3519145277,-3.0,1.5,0.0,3
887168.5454193746,-2.0,0.5,0.0,3
843328.268691794,1.5,-1.0,-1.0,1
881050.149039435,3.0,-3.0,-1.0,2
903485.0672220371,-2.5,1.0,2.0,-1
852863.3777510697,0.0,-1.5,1.0,1
842688.079035619,0.0,-0.5,0.5,0
893091.0601918434,-1.5,2.5,-0.5,-1
907243.1208797841,-0.5,3.5,-2.5,-1
883757.4131515455,3.0,-1.5,-3.0,3
842348.0686667798,2.0,-0.5,-1.5,0
878817.1841072276,1.5,0.5,-3.0,2
893860.8361011255,0.5,1.5,-3.0,2
892394.9417677294,1.5,0.5,-3.5,3
867531.7143376763,0.0,2.0,-1.5,-1
891159.4802767729,0.5,-3.0,1.0,3
852543.2009696165,2.5,1.5,-3.0,-2
859505.2025365678,3.0,1.5,-3.5,-2
835343.4232378164,2.0,0.0,-1.5,-1
866672.854870786,2.0,-2.5,0.0,1
895966.8119536416,1.0,3.0,-3.5,-1
840699.323764064,0.5,1.0,-1.0,-1
861661.7174866501,0.0,1.5,-0.5,-2
866241.5680511718,1.0,2.0,-2.5,-1
893285.3950617972,0.0,1.0,-2.5,3
861432.6498899556,-0.5,-1.5,1.5,1
843805.2254842414,1.5,0.0,-1.5,0
879675.670051971,-1.5,-1.5,2.5,1
884179.2755303836,-1.0,-2.0,2.5,1
879908.1494150239,0.0,2.0,-2.0,0
850654.9530443146,1.0,1.0,-2.0,0
861564.2902495046,3.0,-2.0,0.0,-2
885405.9000970131,-1.5,1.5,1.0,-2
909116.4962801052,-1.0,1.5,-2.0,3
835231.7520210693,0.5,0.0,-0.5,0
860263.0747694488,0.5,-2.0,1.0,1
863731.8708013721,1.5,-2.0,-0.5,2
888291.1541397215,-2.0,0.0,2.0,0
907995.1457181415,-2.5,-0.5,3.0,0
847550.1563081249,3.0,-1.0,-2.0,0
883756.1772955572,-2.0,1.5,0.5,0
912383.4091633542,2.5,-3.0,2.0,-3
881443.3126813204,1.5,2.0,-3.5,0
865917.8242944693,0.5,-2.0,0.5,2
901515.7427265397,-2.5,2.5,0.0,0
872173.3630106581,-1.0,1.5,-0.5,0
913770.419990115,-2.0,-1.0,3.5,-1
853665.958807101,-1.0,0.5,0.5,0
836598.7358652125,2.0,1.0,-2.0,-2
882333.9453895814,-1.0,-1.0,2.5,-1
871054.9848485008,0.5,-1.5,1.5,-1
883796.4369661133,-2.0,0.5,1.5,0
950227.6462551991,-1.0,3.0,-3.5,3
931526.9594600586,-3.0,2.0,-0.5,3
918942.2205754088,-3.0,-1.0,3.5,1
895373.4103356627,-3.0,1.0,1.5,1
847762.0264520351,0.5,-0.5,0.5,-1
900691.3155009013,-3.0,1.5,1.5,0
863519.8278550901,-0.5,0.5,1.0,-2
936574.0554381622,-1.0,3.5,-3.0,1
908835.1910305312,-1.0,2.5,-2.0,1
966427.8733631852,-2.0,3.5,-3.0,3
931614.9430428275,-3.0,3.0,-0.5,1
909038.9689957156,0.5,3.0,-3.5,0
916370.6672559378,2.5,-3.5,2.0,-2
871989.2468400083,2.0,-2.5,-0.5,2
894899.0295762148,1.0,-3.5,1.5,2
874457.3482222522,1.0,-2.5,0.5,2
835322.668287358,0.5,0.0,0.0,-1
897744.8034990513,-1.5,2.0,-1.0,1
874652.9739047901,-0.5,-1.0,2.0,-1
923355.8353512094,2.0,-3.5,2.5,-2
903411.1560086252,2.0,-2.5,2.0,-3
941896.9383651803,1.5,-3.5,3.5,-3
926537.9571575806,0.5,-2.5,3.5,-3
889993.7665323303,2.0,-2.5,1.5,-2
859189.3753195688,1.5,-2.0,0.0,1
883471.288863277,-2.5,-0.5,2.0,2
905316.5570982429,1.0,-2.5,2.5,-2
936864.3411059616,-2.5,0.5,3.5,-3
896328.0671250647,-2.0,2.0,0.5,-1
896014.4387606833,-1.0,3.0,-1.5,-1
868794.5391718709,2.5,-1.0,-2.5,2
866630.9811135865,0.5,-0.5,-1.5,3
878688.6483610799,-1.0,1.5,0.5,-2
942766.3565774242,-2.5,2.5,-1.5,3
914082.4167023537,-3.0,2.0,1.5,-1
849694.4404509778,2.0,-1.5,0.0,-1
919927.3705946284,-3.0,1.0,2.5,-1
861769.932375287,2.5,-2.0,-1.5,2
912775.4553570966,-2.0,3.5,-1.0,-1
871748.7346653866,-1.0,0.0,1.5,-1
898814.7910823144,-1.5,2.5,-1.0,0
863290.2369360862,-1.5,0.5,0.5,1
896531.4888895039,-1.0,2.5,0.0,-3
886481.3965232419,-1.0,-2.5,2.0,3
875281.6607757733,-0.5,-0.5,2.0,-2
897771.1727635128,-1.5,3.0,-1.0,-1
895873.0230127656,-1.0,-3.0,2.5,3
881648.995437349,2.5,-2.0,1.0,-3
892754.9875422268,0.0,1.5,-2.5,2
937689.2093418994,-1.5,3.0,-2.5,2
857558.1694177376,-0.5,0.0,1.0,-1
838881.3447419858,1.5,0.5,-1.5,-1
873933.5253066106,-1.5,1.0,1.0,-1
910894.041070236,0.5,-2.0,3.0,-3
867022.4357436125,-1.5,-1.5,2.0,2
908590.156255944,-1.0,3.5,-2.0,-1
911233.0327121713,-0.5,-3.5,3.0,2
864123.3855002742,-0.5,-1.5,1.0,2
895245.1370725156,-1.5,-2.5,3.0,2
835321.0970799654,0.5,0.5,-0.5,-1
867763.8677683222,-1.5,-1.0,1.5,2
870290.4849087525,-1.5,-0.5,1.0,2
874171.2173511506,-1.5,-1.0,2.0,1
