E_Use,Y1,Y2,Y3,Y4
878832.5436516384,3.1,-0.7,-3.3,1.8
858493.3186431844,2.6,-1.9,-1.6,1.8
891915.274411578,-1.0,-2.7,2.0,3.5
908672.1650854384,-0.5,-2.8,3.2,0.2
884192.4144884641,0.3,0.7,-2.5,3.1
885921.4547239834,0.3,-2.8,1.2,2.6
883874.4320571728,-2.2,-1.3,2.1,2.8
895313.3899930661,0.2,2.6,-2.8,-0.1
900786.8310183234,1.3,-3.3,1.9,0.1
865114.2306692728,-1.0,0.9,-0.2,0.5
903707.5365926118,-3.4,1.0,1.4,2.0
940821.8449637138,-1.4,2.4,-2.7,3.5
955986.2163593635,-1.9,2.9,-2.7,3.5
866865.5190120004,-0.9,1.1,0.4,-1.2
866143.0319350188,-0.6,1.4,-0.1,-1.4
875177.2354310633,-1.7,0.7,1.1,-0.3
905006.7818100635,-1.9,2.9,-0.8,-0.5
873369.2403061915,-1.2,0.0,-0.3,3.0
850174.477229685,-0.2,-0.4,0.9,-0.6
853644.2482712242,2.0,2.3,-3.0,-2.5
837106.7008428171,2.4,0.5,-2.0,-1.7
841470.1572578022,3.2,0.0,-1.7,-2.9
911145.8043816832,0.9,-2.6,2.8,-2.1
844698.074260028,0.4,0.3,-1.0,0.7
927008.3333545189,-0.3,3.1,-3.4,1.2
933736.2315257271,-3.5,2.2,0.1,2.3
869331.8114960047,-0.1,-2.2,1.6,1.5
889522.4614945888,-1.7,2.1,-0.1,-0.7
857012.8026073927,3.0,-2.0,-0.2,-1.6
916538.2758420388,-3.2,2.3,1.0,-0.2
902558.0700771702,-0.9,-2.6,3.1,0.7
926077.3618296921,-3.0,1.6,-0.3,3.3
847010.0036708075,-0.7,0.1,0.3,0.7
923498.5176630638,-2.3,0.8,2.9,-2.7
908217.8369114809,-3.5,1.6,1.4,0.9
866932.754712756,1.6,-1.0,-2.0,2.8
934623.4635180475,-3.2,0.1,3.5,-0.8
871705.5942673485,1.6,-2.7,0.6,1.1
907761.0005838095,1.6,-3.2,2.2,-1.1
897008.8915865677,-0.6,2.8,-2.0,-0.4
837826.8508147203,0.5,-0.3,-0.5,0.6
861096.8830662394,0.0,-0.3,1.2,-1.8
860245.0031248615,-0.6,0.7,-0.5,0.8
908484.865863566,-1.6,1.8,-1.3,2.2
876930.1255550254,2.5,-2.6,-1.2,2.6
845062.2482827834,2.1,1.9,-2.4,-3.1
907103.8982769881,-0.6,-2.2,3.3,-0.9
916999.6279387955,-2.8,1.8,-0.2,2.3
892115.6054586928,-1.2,1.2,-1.1,2.1
877486.9155156366,-0.5,0.3,1.6,-2.8
931311.5845966336,-3.4,0.5,3.1,-0.4
888666.3153035395,0.3,3.3,-1.9,-3.4
916440.0936922146,-3.4,-1.4,3.4,2.8
866341.3138234698,1.0,2.1,-2.5,-1.3
863342.3824348045,1.5,1.5,-2.9,-0.3
881844.4583785317,-2.3,1.2,0.6,0.9
856932.6247191236,1.0,-0.2,0.7,-2.9
876054.1050285837,-0.2,2.1,-0.6,-2.6
877491.5400483891,1.7,-0.1,-2.8,2.5
866400.3475799988,0.6,-1.6,-0.4,2.8
862339.3568479483,0.0,-1.1,-0.3,2.9
930869.2873094791,-2.7,1.3,2.7,-2.7
850018.8613080846,1.0,-1.0,-0.8,1.7
866551.9651662931,2.9,-0.2,-3.0,0.7
882710.0271705497,3.0,-2.0,0.8,-3.5
883737.3433075865,-1.5,-2.3,2.4,2.7
869708.9254616025,3.1,-0.7,-3.0,1.2
856455.1860394325,1.2,-0.4,-1.6,1.7
860101.453767595,2.1,-2.0,-0.9,1.6
878208.3462842993,-0.3,-2.3,1.3,2.6
860843.998531459,2.7,-2.5,-0.3,0.2
924453.7357926338,-3.1,2.4,1.3,-1.3
855266.4379428374,2.8,-2.2,-0.7,0.2
878040.2411482906,1.7,-1.1,1.2,-3.5
895894.2289400195,-2.8,1.7,0.7,0.9
870935.5993453993,1.5,-1.8,1.1,-1.6
908254.3831379305,-2.7,0.6,2.3,-0.5
903215.9916828427,-0.3,1.2,-2.5,3.2
882180.1463040113,2.2,-3.2,0.4,1.3
887976.3594792915,-0.8,0.6,-1.4,3.2
925846.7051537147,-3.2,2.5,0.0,1.3
918988.7414526459,-0.7,1.9,-2.7,3.1
918927.2448807023,0.0,-3.3,3.2,0.1
893687.6856571848,-1.2,2.9,-1.1,-1.3
840494.3308052819,1.5,-0.5,-0.2,-1.6
903597.6434520956,-1.9,1.4,1.9,-2.7
913141.3050326349,-2.2,1.2,-0.7,3.4
855644.1144705914,-0.2,0.1,-0.8,1.8
832233.554893278,2.2,-0.1,-1.2,-1.7
883438.4882986278,-2.0,-1.2,2.4,1.6
867735.0117593672,-1.0,-1.1,1.9,0.5
836602.0920389463,3.0,-0.1,-2.0,-1.7
895145.4064616436,-0.1,3.2,-2.5,-1.2
884340.326651756,-1.8,-0.5,2.0,0.5
874732.549964387,1.9,-2.4,-0.9,2.7
908423.7153667886,-2.9,-1.9,3.4,2.7
881643.682434607,1.4,0.8,-3.2,2.0
842803.7316530546,1.8,0.5,-0.9,-2.8
881237.141186142,2.1,0.3,-3.3,1.9
893740.5148292584,-1.9,-1.1,2.7,0.5
877393.3362419799,1.3,1.5,-3.2,0.9
908029.2643531286,-0.2,-1.4,3.1,-3.1
879017.5002524751,-0.4,2.0,-1.5,-0.2
843148.7063370808,2.5,1.5,-2.5,-2.9
843620.8707450862,-0.2,-0.7,0.6,0.6
881212.1813594471,-0.9,0.9,1.4,-2.8
896314.3766521803,-1.0,2.5,-1.5,-0.1
847734.0130229446,3.1,-1.4,-1.9,0.5
839749.2292924,2.6,-0.7,-1.6,-0.6
863646.3854586537,1.5,-0.7,0.7,-3.0
876135.6822639323,-1.7,-1.8,2.1,2.7
887094.9843104979,-0.4,0.6,-1.8,3.1
852091.3127264,1.6,-1.5,-0.9,1.6
892672.6836940668,0.9,2.6,-3.3,-0.4
963987.003831278,-2.5,3.5,-2.3,2.5
906860.5027292505,-2.6,1.9,1.3,-1.3
916402.8355072546,-3.1,0.8,2.4,-0.3
904181.3525274951,-1.9,0.1,2.6,-1.6
851492.4144631648,1.9,-0.3,-1.9,0.6
891885.8131390271,-2.4,1.1,0.3,2.0
831305.1936920983,0.8,-0.3,-0.2,-0.5
903272.9561796563,0.2,-1.8,2.9,-2.5
843593.2311170185,1.1,-0.9,-0.5,0.6
870789.2515063036,0.1,-0.2,1.5,-2.9
864588.7365363465,2.0,-2.3,-0.4,1.4
839390.0447777327,2.1,-0.2,-1.6,-0.5
842257.3394242804,0.0,0.2,-0.5,0.7
914301.7057455276,-3.4,1.7,1.8,-0.2
893393.4872053195,-2.9,0.5,1.4,2.0
859882.080801922,1.4,-0.7,-1.8,2.2
